Date,Type,Country,Activity,Sex ,Age,Injury,Fatal (Y/N),Species,Fatality,Country_value,Sex_value
13-Feb-41,Provoked,AUSTRALIA,Fishing,M,34,Hand lacerated by hooked shark PROVOKED INCIDENT,N,,0.0,2.0,0.0
1-Feb-41,Provoked,JAMAICA,Seine netting,M,,"Left knee, calf & heel bitten by shark trapped in the net PROVOKED INCIDENT",N,,0.0,24.0,0.0
29-Jan-41,Unprovoked,SOUTH ATLANTIC OCEAN,Rescuing seaman after ship sunk by German raider,M,19,Clothing torn by sharks,N,,0.0,39.0,0.0
Jan-41,Sea Disaster,ATLANTIC OCEAN,Adrift on raft after their ship was sunk by an Axis raider ,M,,FATAL,Y,,1.0,33.0,0.0
1941,Unprovoked,SOLOMON ISLANDS,Floating,M,,Buttock bitten,N,,0.0,22.0,0.0
1941,Unprovoked,IRAN,Standing,M,,FATAL,Y,,1.0,23.0,0.0
1941,Unprovoked,IRAN,,M,,FATAL,Y,,1.0,23.0,0.0
1941,Unprovoked,IRAN,,M,,"Survived, but suffered a forequarter amputation",N,,0.0,23.0,0.0
1941,Unprovoked,IRAN,Slipped off rocks and fell into the water,M,6,"FATAL, both arms bitten ",Y,,1.0,23.0,0.0
1941,Unprovoked,IRAN,Standing,M,,FATAL,Y,,1.0,23.0,0.0
1941,Unprovoked,PAPUA NEW GUINEA,,M,14,"Foot severely bitten, surgically amputated",N,,0.0,4.0,0.0
28-Dec-40,Unprovoked,AUSTRALIA,Standing on sandbank,M,23,"FATAL, injuries to lower back ",Y,,1.0,2.0,0.0
20-Dec-40,Unprovoked,SOUTH AFRICA,Swimming,M,17,"FATAL, multiple injuries to legs & buttocks ",Y,,1.0,3.0,0.0
Reported 19-Dec-1940,Unprovoked,AUSTRALIA,Fishing,M,,Minor injury to leg,N,,0.0,2.0,0.0
10-Dec-40,Provoked,AUSTRALIA,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,,Leg severely lacerated PROVOKED INCIDENT,N,,0.0,2.0,0.0
Sep-40,Unprovoked,PANAMA,Bathing,M,18,FATAL,Y,Large shark,1.0,20.0,0.0
13-Jul-40,Unprovoked,USA,Standing,M,,Ankle bitten,N,,0.0,1.0,0.0
13-Jul-40,Unprovoked,USA,Standing ,M,,Struck by shark immediately before it bit Tanner (see below),N,,0.0,1.0,0.0
30-Jun-40,Unprovoked,USA,Fishing,M,,Thigh lacerated,N,Large shark,0.0,1.0,0.0
31-Mar-40,Unprovoked,SOUTH AFRICA,Treading water,M,25,"FATAL, right thigh & calf bitten ",Y,White shark,1.0,3.0,0.0
20-Mar-40,Unprovoked,AUSTRALIA,Free diving for lobster,M,,Minor injuries to foot,N,Wobbegong shark,0.0,2.0,0.0
22-Feb-40,Unprovoked,SOUTH AFRICA,Swimming,M,17,"FATAL, left thigh & knee bitten ",Y,White shark,1.0,3.0,0.0
20-Feb-40,Watercraft,AUSTRALIA,Canoeing,,,"No injury. Shark grazed canoe, snapped at a piece of mast being trailed in the water & followed it into 2' of water",N,,0.0,2.0,
4-Feb-40,Unprovoked,AUSTRALIA,Wading,M,55,"FATAL, injuries to both arms  ",Y,,1.0,2.0,0.0
29-Jan-40,Unprovoked,AUSTRALIA,Dived into the water,M,17,Shoulder nipped,N,Small shark,0.0,2.0,0.0
23-Jan-40,Unprovoked,AUSTRALIA,Swimming,M,13,"FATAL, left leg severed  ",Y,Large shark,1.0,2.0,0.0
15-Jan-40,Unprovoked,AUSTRALIA,Swimming,M,22,Chest lacerated,N,,0.0,2.0,0.0
7-Jan-40,Unprovoked,SOUTH AFRICA,Swimming ,M,18,"FATAL, leg & thigh bitten  ",Y,Large shark,1.0,3.0,0.0
1-Jan-40,Unprovoked,AUSTRALIA,Diving for trochus,M,,Thigh  lacerated,N,,0.0,2.0,0.0
Ca. 1940,Watercraft,SLOVENIA,Boating,,,"No inury to occupants, shark struck boat",N,White shark,0.0,182.0,
1940,Unprovoked,NEW GUINEA,,F,,FATAL,Y,,1.0,47.0,1.0
1940,Unprovoked,PAPUA NEW GUINEA,male,,,Hand bitten,N,,0.0,4.0,
14-Dec-39,Unprovoked,AUSTRALIA,Swimming ,M,20,"FATAL, left foot & right leg bitten, later surgically amputated  ",Y,Large shark,1.0,2.0,0.0
23-Nov-39,Watercraft,AUSTRALIA,,,,No injury,N,Mako shark,0.0,2.0,
11-Nov-39,Provoked,AUSTRALIA,,,,Boat bitten by gaffed shark PROVOKED INCIDENT,N,Bronze whaler shark,0.0,2.0,
Reported 02-Nov-1939,Unprovoked,SAMOA,Fishing,M,,FATAL,Y,,1.0,55.0,0.0
Reported 25-Oct-1939,Unprovoked,AUSTRALIA,"Free diving for trochus shell, swimming to dinghy",M,27,"Both thighs were lacerated, recovered at Thursday Island hospital",N,Tiger shark,0.0,2.0,0.0
4-Oct-39,Unprovoked,USA,Spearfishing & had just speared a ulua,M,,Hand bitten,N,Medium shark,0.0,1.0,0.0
Reported 27-Sep-1939,Unprovoked,AUSTRALIA,Pearl diving,M,,"Leg severely bitten, surgically amputated",N,Tiger shark,0.0,2.0,0.0
1-Aug-39,Provoked,USA,Fishing,M,33,Harpooned shark bit his arm PROVOKED INCIDENT,N,,0.0,1.0,0.0
18-Jul-39,Sea Disaster,PACIFIC OCEAN,Japanese freighter Bokuyo Maru burned & sank,,3,Thought to have been taken by a shark,Y,,1.0,30.0,
16-Jul-39,Provoked,BAHAMAS,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,Minor injury to shoulder & back PROVOKED INCIDENT,N,Nurse shark,0.0,6.0,0.0
14-Jul-39,Provoked,USA,Seine netting,M,,Leg bitten by snared shark PROVOKED INCIDENT,N,Large shark,0.0,1.0,0.0
3-May-39,Unprovoked,USA,Washed off freighter Huncliff by a freak wave,M,,"FATAL, attacked by shark, body not recovered ",Y,,1.0,1.0,0.0
12-Apr-39,Unprovoked,PAPUA NEW GUINEA,Dived for a coin,M,9,FATAL,Y,,1.0,4.0,0.0
24-Mar-39,Unprovoked,PAPUA NEW GUINEA,Dived for a coin,M,,"FATAL, leg severed just below hip ",Y,Large shark,1.0,4.0,0.0
26-Feb-39,Unprovoked,INDIA,Bathing/Swimming,M,,FATAL,Y,,1.0,18.0,0.0
26-Feb-39,Provoked,NEW ZEALAND,Fishing,M,,Lacerations to left hand from hooked shark PROVOKED INCIDENT,N,Medium shark,0.0,5.0,0.0
12-Jan-39,Unprovoked,AUSTRALIA,Scooping prawns,M,Both 11,No injury,N,Medium shark,0.0,2.0,0.0
Woirld War II,Sea Disaster,SRI LANKA,She was on a ship that was torpedoes & was in the water awaiting rescue,F,,Leg severely bitten,N,,0.0,38.0,1.0
Ca. 1939,Watercraft,BAHAMAS,Fishing,,,"No injury to occupant, shark rammed bow of boat",N,Tiger shark,0.0,6.0,
1939,Unprovoked,VENEZUELA,Bathing,M,,FATAL.,Y,,1.0,41.0,0.0
1939,Unprovoked,CURACAO,Diving,M,,"No injury, left hip bumped by shark",N,Tiger shark,0.0,181.0,0.0
1939,Unprovoked,PAPUA NEW GUINEA,Swimming to anchored boat,M,,"Fatal, lower abdomen bitten",Y,,1.0,4.0,0.0
27-Dec-38,Unprovoked,AUSTRALIA,Swimming,M,19,"FATAL, thought to have been taken by a shark ",Y,,1.0,2.0,0.0
5-Oct-38,Provoked,AUSTRALIA,Fishing,M,18,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,N,Tiger shark,0.0,2.0,0.0
29-Aug-38,Unprovoked,CHINA,Swimming alongside warship   Tsingt-ao,M,,"FATAL, leg severed  ",Y,,1.0,57.0,0.0
18-Aug-38,Provoked,USA,Fishing,M,,Lacerations to hand by hooked shark PROVOKED INCIDENT,N,,0.0,1.0,0.0
18-Jul-38,Unprovoked,USA,Swimming,M,,Foot & ankle lacerated,N,,0.0,1.0,0.0
Reported 17-Jul-1938,Provoked,TURKEY,Fishing,M,,Injured by harpooned shark PROVOKED INCIDENT,N,,0.0,49.0,0.0
17-Jul-38,Provoked,USA,"Fishing, removing gaff from shark's mouth",M,27,Leg bitten by gaffed shark PROVOKED INCIDENT,N,,0.0,1.0,0.0
12-Jul-38,Unprovoked,AUSTRALIA,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,"FATAL, dragged out of diving helmet  ",Y,,1.0,2.0,0.0
17-Jun-38,Unprovoked,NICARAGUA,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",,,"FATAL x 2, all other passengers & crew reached shore after a long swim",Y,Bull shark,1.0,62.0,
8-Jun-38,Unprovoked,AUSTRALIA,Hardhat diving,M,,"No injury, the shark knocked him off his feet",N,Medium shark,0.0,2.0,0.0
26-May-38,Unprovoked,COSTA RICA,Fishing,M,,"FATAL, pulled overboard by tuna, & bitten by shark ",Y,,1.0,34.0,0.0
15-May-38,Unprovoked,IRAQ,"Swimming, naked",M,9 or 10,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",N,Bull shark,0.0,37.0,0.0
Reported 02-May-1938,Unprovoked,INDIA,Bathing,,,"2 survived,       1 FATAL",Y,,1.0,18.0,
Reported 21-Mar-1938,Unprovoked,FIJI,Wading,M,,unknown,N,,0.0,9.0,0.0
8-Mar-38,Unprovoked,AUSTRALIA,Canoe capsized by shark,M,,"Leg severed, but survived",N,,0.0,2.0,0.0
21-Jan-38,Provoked,AUSTRALIA,Fishing,M,,Thumb bitten by landed shark PROVOKED INCIDENT,N,Tiger shark,0.0,2.0,0.0
18-Jan-38,Provoked,SOUTH AFRICA,"Watching seine netters with friends, one of whom picked up a netted shark",M,13,Leg bitten PROVOKED INCIDENT,N,,0.0,3.0,0.0
2-Jan-38,Unprovoked,AUSTRALIA,Surf skiing,M,,"No injury, ski bumped & he was thrown in the water. Ski had indentations",N,,0.0,2.0,0.0
Reported 1938,Unprovoked,EGYPT,Sponge diving,M,,FATAL,Y,,1.0,14.0,0.0
1938,Unprovoked,TRINIDAD & TOBAGO,Body surfing,M,50,Left hand and arm bitten,N,Medium shark,0.0,118.0,0.0
1938,Provoked,USA,Fishing,M,,"No injury, boat towed by harpooned shark, PROVOKED INCIDENT",N,,0.0,1.0,0.0
1938,Unprovoked,AUSTRALIA,Diving,M,17,Leg severed above knee,N,,0.0,2.0,0.0
1938,Unprovoked,SOUTH AFRICA,Swimming,M,,"""Mauled""",N,,0.0,3.0,0.0
13-Nov-37,Sea Disaster,USA,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,FATAL ,Y,,1.0,1.0,0.0
11-Nov-37,Unprovoked,AUSTRALIA,Diving for trochus,M,17,FATAL,Y,Large shark,1.0,2.0,0.0
Reported 06-Nov-1937,Sea Disaster,SOLOMON ISLANDS,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,,FATAL,Y,,1.0,22.0,0.0
27-Oct-37,Unprovoked,AUSTRALIA,Swimming ,M,25,FATAL,Y,Tiger shark,1.0,2.0,0.0
27-Oct-37,Unprovoked,AUSTRALIA,Swimming ,M,18,FATAL,Y,Tiger shark,1.0,2.0,0.0
24-Oct-37,Unprovoked,AUSTRALIA,Swimming near jetty,M,16,Tooth imprints on torso,N,Large shark,0.0,2.0,0.0
24-Oct-37,Unprovoked,AUSTRALIA,Surf skiing,M,,"No injury, repulsed shark",N,Large shark,0.0,2.0,0.0
Reported 26-Sep-t937,Provoked,CROATIA,Fishing,M,,Injured by shark they were trying to catch PROVOKED INCIDENT,N,,0.0,25.0,0.0
12-Sep-37,Watercraft,SCOTLAND,Pleasure boating,,,"No injury to occupants, two 5-foot observation windows shattered",N,Basking shark,0.0,59.0,
11-Sep-37,Watercraft,SCOTLAND,Fishing,,,"No injury to occupants, propeller shaft damaged",N,Basking shark,0.0,59.0,
1-Sep-37,Unprovoked,SCOTLAND,Rowing,M,,3 people drowned when the boat was capsized by the shark,N,Basking shark,0.0,59.0,0.0
31-Aug-37,Unprovoked,AUSTRALIA,"Diving from the lugger San, operated by the Protector of the Aborigines",M,38,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",N,Tiger shark,0.0,2.0,0.0
2-Aug-37,Unprovoked,PANAMA,Swimming,M,21,FATAL,Y,,1.0,20.0,0.0
Reported 16-Jul-1937,Unprovoked,AUSTRALIA,Pearl diving,M,,FATAL,Y,,1.0,2.0,0.0
Reported 28-Jun-1937,Unprovoked,GREECE,,,,FATAL,Y,,1.0,29.0,
15-Jun-37,Provoked,AUSTRALIA,"Fishing from launch, fell into net with shark",M,,Bitten by netted shark PROVOKED INCIDENT,N,Bronze whaler shark,0.0,2.0,0.0
    15-Jun-1937,Unprovoked,USA,Swimming,M,14,FATAL,Y,,1.0,1.0,0.0
30-May-37,Provoked,USA,Fishing,M,,Leg nipped by hooked shark PROVOKED INCIDENT,N,Small shark,0.0,1.0,0.0
15-May-37,Unprovoked,AUSTRALIA,"Refused permission to cross on the ferry, he was swimming across the river",M,33,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",Y,Large shark,1.0,2.0,0.0
13-Feb-37,Unprovoked,AUSTRALIA,Swimming,M,32,"FATAL, buttocks, ankle & right elbow bitten ",Y,White shark,1.0,2.0,0.0
11-Feb-37,Unprovoked,AUSTRALIA,Swimming ashore after launch capsized,M,,Foot bitten,N,,0.0,2.0,0.0
4-Feb-37,Watercraft,AUSTRALIA,Fishing,,,"No injury to occupants, launch holed",N,,0.0,2.0,
3-Feb-37,Provoked,AUSTRALIA,Fishing,M,20,Left shoulder bitten by netted shark PROVOKED INCIDENT,N,Blue nose shark,0.0,2.0,0.0
27-Jan-37,Provoked,AUSTRALIA,Holding shark's tail ,M,18,Bitten on forearm PROVOKED INCIDENT,N,Nurse shark,0.0,2.0,0.0
1937,Unprovoked,AUSTRALIA,,M,,Survived,N,,0.0,2.0,0.0
30-Dec-36,Unprovoked,USA,"Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,Thigh lacerated,N,Large shark,0.0,1.0,0.0
19-Dec-36,Watercraft,AUSTRALIA,Sculling,,,"No injury to occupant. Shark damaged scull, tooth fragments recovered",N,Large shark,0.0,2.0,
15-Dec-36,Provoked,AUSTRALIA,Fishing for the shark that killed George Lundberg,,,Hooked shark bit rudder PROVOKED INCIDENT,N,,0.0,2.0,
12-Dec-36,Unprovoked,AUSTRALIA,Swimming,M,15,"FATAL, leg severed at knee",Y,,1.0,2.0,0.0
1-Dec-36,Watercraft,AUSTRALIA,Fishing,M,50,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Y,White shark,1.0,2.0,0.0
27-Nov-36,Provoked,AUSTRALIA,Spearfishing ,M,,Speared shark bit his hand PROVOKED INCIDENT,N,Small shark,0.0,2.0,0.0
Reported 11-Sep-1936,,VIETNAM,Wreck of a sampam,M,,FATAL,Y,,1.0,32.0,0.0
4-Sep-36,Unprovoked,USA,Swimming,M,,Leg lacerated,N,,0.0,1.0,0.0
24-Aug-36,Unprovoked,AUSTRALIA,"Trochus diving, but floating on surface",M,,Flexed right leg bitten,N,Tiger shark,0.0,2.0,0.0
13-Aug-36,Unprovoked,ICELAND,Swept overboard,M,,"Bond's foot was injured, Kinch's back was injured",N,,0.0,169.0,0.0
11-Aug-36,Provoked,CANADA,Fishing for cod,,,"No injury to occupants, hooked shark leapt onboard boat PROVOKED INCIDENT",N,Shovelnose guitarfish,0.0,40.0,
Reported 04-Aug-1936,Unprovoked,AUSTRALIA,Pearl diving,M,,Torso bitten ,N,,0.0,2.0,0.0
Aug-36,Watercraft,USA,Fishing,M,13,Shark rammed boat; no injury to occupants,N,,0.0,1.0,0.0
25-Jul-36,Unprovoked,USA,Swimming crawl stroke,M,16,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",Y,White shark,1.0,1.0,0.0
12-Jul-36,Watercraft,USA,Fishing for bluefish,,,"No injury to occupants, shark leapt onboard boat",N,Blue shark,0.0,1.0,
7-Jul-36,Unprovoked,AUSTRALIA,Diving,M,,Survived? Admitted to Thursday Island Hospital,N,,0.0,2.0,0.0
Jul-36,Watercraft,SOUTH AFRICA,"Fishing, catching snoek, Thyrsites atun",,,"Shark leapt onboard & into fishwell, tossing a crew member, Pepino, in the sea",N,,0.0,3.0,
26-Jun-36,Unprovoked,AUSTRALIA,"Diving for trochus , but swimming on surface",M,16,FATAL,Y,Tiger shark,1.0,2.0,0.0
6-Jun-36,Unprovoked,USA,Swimming,M,,FATAL,Y,,1.0,1.0,0.0
22-Apr-36,Unprovoked,AUSTRALIA,Diving for trochus,M,16,"Arm & back bitten, heel lacerated",N,Tiger shark,0.0,2.0,0.0
08-Ap-1936,Unprovoked,AUSTRALIA,Diving,M,,Arm severed,N,,0.0,2.0,0.0
30-Mar-36,Provoked,USA,Fishing,M,,No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT ,N,Large shark,0.0,1.0,0.0
12-Mar-36,Unprovoked,AUSTRALIA,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,M,,Survived,N,,0.0,2.0,0.0
19-Mar-36,Unprovoked,AUSTRALIA,Diving for trochus,M,,Right forearm lacerated,N,,0.0,2.0,0.0
4-Mar-36,Watercraft,AUSTRALIA,Rowing ,,,"No injury to occupants, shark almost wrenched oar from aborigine",N,,0.0,2.0,
23-Feb-36,Provoked,AUSTRALIA,Touching the mouth of a supposedly dead shark,F,young,Finger bitten PROVOKED INCIDENT,N,,0.0,2.0,1.0
Reported 20-Feb-1936,Unprovoked,AUSTRALIA,Sculling,M,,"No injury, scull sank",N,Large shark,0.0,2.0,0.0
4-Feb-36,Unprovoked,AUSTRALIA,Swimming,M,14,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,White shark,1.0,2.0,0.0
22-Jan-36,Unprovoked,AUSTRALIA,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,FATAL ,Y,White shark,1.0,2.0,0.0
Jan-36,Provoked,AUSTRALIA,Paddleskiing,M,,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",N,Medium shark,0.0,2.0,0.0
1936,Unprovoked,AUSTRALIA,Swimming ,M,,FATAL ,Y,,1.0,2.0,0.0
23-Dec-35,Provoked,AUSTRALIA,Cruising,,,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT",N,Large shark,0.0,2.0,
13-Nov-35,Unprovoked,AUSTRALIA,Diving?,M,20,Back & arm gashed but survived,N,,0.0,2.0,0.0
21-Sep-35,Unprovoked,USA,Swimming,M,38,"FATAL, thigh bitten ",Y,,1.0,1.0,0.0
Reported 04-Sep-1935,Unprovoked,PAPUA NEW GUINEA,Swimming,M,,FATAL,Y,,1.0,4.0,0.0
26-Aug-35,Unprovoked,AUSTRALIA,"Fell overboard, hanging onto lifebuoy",M,38,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,Large shark,1.0,2.0,0.0
13-Aug-35,Unprovoked,AUSTRALIA,Diving for beche-de-mer from lugger,M,,"FATAL, right buttock & thigh bitten ",Y,,1.0,2.0,0.0
5-Jul-35,Unprovoked,PANAMA,"Fishing with dynamite, afterwards in water retrieving catch",M,14,"FATAL, leg severed ",Y,,1.0,20.0,0.0
1-Jul-35,Unprovoked,CROATIA,Swimming,F,22,FATAL,Y,,1.0,25.0,1.0
18-Jun-35,Unprovoked,USA,"Fishing for bluefish, shark leapt into dory",M,31,Arm lacerated by a shark that leapt onto boat ,N,Large shark,0.0,1.0,0.0
Reported 05-Jun-1935,Unprovoked,SOLOMON ISLANDS,Fishing,M,,FATAL,Y,,1.0,22.0,0.0
Jun-35,Watercraft,AUSTRALIA,,,,Shark bumped dinghy twice,N,,0.0,2.0,
Jun-35,Unprovoked,PAPUA NEW GUINEA,,,,"Samoan missionary, Filemani, caught an 8'6"" shark after it had killed 1 man & 2 boys in space of few weeks",N,,0.0,4.0,
19-May-35,Provoked,SOUTH AFRICA,Put foot inside a landed & supposedly dead shark,M,,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT",N,White shark,0.0,3.0,0.0
12-May-35,Unprovoked,AUSTRALIA,Pearl diving,M,,3 gashes on hand & wrist,N,Medium shark,0.0,2.0,0.0
Reported 08-Apr-1935,Unprovoked,USA,,M,,Laceration to hand  ,N,,0.0,1.0,0.0
30-Mar-35,Unprovoked,AUSTRALIA,Diving from dinghy for trochus shell,M,,Buttocks injured by fin or a bump ,N,,0.0,2.0,0.0
Reported 25-Mar-1935,Provoked,SOUTH AFRICA,Put foot inside mouth of supposedly dead shark,M,,Injury to foot    PROVOKED INCIDENT,N,,0.0,3.0,0.0
20-Mar-35,Unprovoked,AUSTRALIA,"Pearl diving, but standing in the water",M,,Left thigh abraded & 3 fingers lacerated,N,Tiger shark,0.0,2.0,0.0
13-Mar-35,Provoked,AUSTRALIA,Hauling in net with shark in it,M,38,Calf & shin bitten  PROVOKED INCIDENT,N,Blue nose shark,0.0,2.0,0.0
11-Mar-35,Unprovoked,AUSTRALIA,Surfing,M,,Abrasions to shins,N,,0.0,2.0,0.0
9-Mar-35,Unprovoked,AUSTRALIA,Swimming,M,27,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Y,White shark,1.0,2.0,0.0
2-Mar-35,Unprovoked,AUSTRALIA,Standing,M,22,"FATAL, thigh bitten ",Y,White shark,1.0,2.0,0.0
14-Feb-35,Unprovoked,AUSTRALIA,Surfing (pneumatic surfboard),M,20,"Thigh lacerated, abrasions",N,,0.0,2.0,0.0
24-Jan-35,Unprovoked,AUSTRALIA,Fishing,M,,"No injury, sleeve ripped",N,Tiger shark,0.0,2.0,0.0
24-Jan-35,Watercraft,AUSTRALIA,Fishing for sharks,,,No injury to occupants,N,Small shark,0.0,2.0,
31-Dec-34,Unprovoked,AUSTRALIA,Splashing,F,13,Hands severed,N,Tiger shark,0.0,2.0,1.0
31-Dec-34,Unprovoked,AUSTRALIA,Swimming (lead swimmer in race),M,19,"FATAL, left leg bitten ",Y,,1.0,2.0,0.0
23-Dec-34,Unprovoked,AUSTRALIA,Taken as he dived into the water,M,14,FATAL,Y,,1.0,2.0,0.0
23-Oct-34,Unprovoked,AUSTRALIA,Swimming & splashing,M,12,Leg injured,N,,0.0,2.0,0.0
9-Oct-34,Unprovoked,AUSTRALIA,Bathing,F,38,FATAL,Y,,1.0,2.0,1.0
8-Oct-34,Provoked,BERMUDA,Fishing,M,,Arm bitten by hooked shark PROVOKED INCIDENT,N,,0.0,35.0,0.0
22-Oct-34,Unprovoked,AUSTRALIA,Freediving for trochus shell (submerged),M,,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards ",Y,,1.0,2.0,0.0
8-Sep-34,Provoked,BERMUDA,Fishing,M,,Right foot bitten by shark caught & taken onboard  by Mrs. Tucker North PROVOKED INCIDENT,N,Medium shark,0.0,35.0,0.0
27-Aug-34,Watercraft,ITALY,Fishing on a boat,M,,No injury to occupants,N,White shark,0.0,13.0,0.0
26-Aug-34,Unprovoked,AUSTRALIA,Dived into sea from launch & bitten immediately,M,,"FATAL, body was not recovered",Y,,1.0,2.0,0.0
21-Aug-34,Unprovoked,CROATIA,Swimming,F,18,FATAL,Y,White shark,1.0,25.0,1.0
5-Aug-34,Unprovoked,USA,Swimming,M,11,Lacerations to right leg,N,,0.0,1.0,0.0
11-Jul-34,Watercraft,AUSTRALIA,Fishing,M,,"No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder ",N,Mako shark,0.0,2.0,0.0
11-Jul-34,Watercraft,AUSTRALIA,Fishing,F,,"No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder ",N,Mako shark,0.0,2.0,1.0
  21-Jun-1934,Provoked,AUSTRALIA,Fishing,M,,Hand bitten while landing shark PROVOKED INCIDENT,N,Blue nose shark,0.0,2.0,0.0
20-Jun-34,Unprovoked,USA,Standing,M,8,FATAL,Y,,1.0,1.0,0.0
15-Apr-34,Unprovoked,AUSTRALIA,Body surfing,M,34,Leg lacerated & punctured,N,,0.0,2.0,0.0
1-Apr-34,Unprovoked,SOUTH AFRICA,Swimming,M,,FATAL,Y,,1.0,3.0,0.0
1-Apr-34,Unprovoked,SOUTH AFRICA,Swimming ,M,12,Right thigh lacerated,N,,0.0,3.0,0.0
1-Apr-34,Unprovoked,AUSTRALIA,Swimming in waist-deep water ,M,15,"FATAL, right leg lacerated",Y,Large shark,1.0,2.0,0.0
12-Mar-34,Unprovoked,AUSTRALIA,Swimming in hip-deep water,M,17,"FATAL, leg & buttocks removed ",Y,Large shark,1.0,2.0,0.0
Mar-34,Provoked,AUSTRALIA,Fishing ,,,"No injury to occupants, hooked shark, snapped at rudder & then attacked boat PROVOKED INCIDENT",N,Mako shark,0.0,2.0,
24-Feb-34,Unprovoked,AUSTRALIA,Splashing in water ,M,,"Lacerated knee & foot, deep puncture wounds",N,Tiger shark,0.0,2.0,0.0
22-Feb-34,Unprovoked,CHILE,Fell into the water,M,,FATAL,Y,,1.0,56.0,0.0
Reported 08-Feb-1934,Watercraft,TURKEY,Fishing,M,,No injury,N,,0.0,49.0,0.0
27-Jan-34,Unprovoked,AUSTRALIA,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,15,"Bumped, chest bitten & badly injured",N,,0.0,2.0,0.0
7-Jan-34,Unprovoked,AUSTRALIA,Swimming on sandbar adjacent to channel,M,22,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N,Large shark,0.0,2.0,0.0
20-Nov-33,Unprovoked,AUSTRALIA,Free diving for trochus ,M,,"FATAL, right buttock & thigh bitten ",Y,Tiger shark,1.0,2.0,0.0
18-Nov-33,Unprovoked,AUSTRALIA,Pearl diving,M,17,"Hand badly injured, right arm surgically amputated above wrist",N,Tiger shark,0.0,2.0,0.0
Reported 25-Oct-1933,Unprovoked,AUSTRALIA,Diving,M,,Hand severed,N,,0.0,2.0,0.0
Reported 27-Sep-1933,Watercraft,ISRAEL,Fishing,M,,"One man bitten on thigh, another on arm",N,Medium shark,0.0,66.0,0.0
28-Aug-33,Provoked,USA,"Fishing, caught a 15' shark & took it onboard",M,,Severely lacerated arm PROVOKED INCIDENT,N,Blue shark,0.0,1.0,0.0
28-Aug-33,Unprovoked,USA,Bathing,M,,Right heel & ankle bitten,N,,0.0,1.0,0.0
Reported 26-Aug-1933,Unprovoked,USA,Swimming,F,,Foot bitten,N,,0.0,1.0,1.0
Reported 07-Jul-1933,Unprovoked,USA,,M,50,Survived,N,Tiger shark,0.0,1.0,0.0
3-Jul-33,Unprovoked,AUSTRALIA,Pearl diving,M,,"No injury, shark tore diving suit",N,,0.0,2.0,0.0
21-Jun-33,Unprovoked,USA,Sitting in 3' of water,M,15,Right knee & left leg bitten,N,Lemon shark,0.0,1.0,0.0
16-Jun-33,Unprovoked,USA,Standing,F,,Left calf bitten,N,,0.0,1.0,1.0
24-May-33,Sea Disaster,BARBADOS,Yacht of Michael Howell capsized,,,"5 survived  & 4 perished, but shark involvement not confirmed",Y,,1.0,73.0,
23-May-33,Provoked,AUSTRALIA,Fishing,M,,Laceration to lower leg by netted shark PROVOKED INCIDENT,N,Medium shark,0.0,2.0,0.0
Reported 08-Jun-1933,Unprovoked,AUSTRALIA,Treading water,M,,Lacerations to legs from fins of shark,N,,0.0,2.0,0.0
3-May-33,Sea Disaster,CUBA,Swimming to shore from capsized sailboat,M,,FATAL,Y,,1.0,15.0,0.0
