Date,Type,Country,Activity,Sex ,Age,Injury,Fatal (Y/N),Species,Fatality,Country_value,Sex_value
7-Sep-09,Unprovoked,BRAZIL,"Swimming, attempting to rescue a girl  believed to be drowning",M,15,FATAL,Y,,1.0,7.0,0.0
1-Sep-09,Provoked,SOLOMON ISLANDS,Fishing,M,,Injuries to face & neck PROVOKED INCIDENT,N,,0.0,22.0,0.0
30-Aug-09,Unprovoked,USA,Surfing,M,,No injury,N,Small shark,0.0,1.0,0.0
29-Aug-09,Unprovoked,SOUTH AFRICA,Surfing,M,25,FATAL,Y,White shark,1.0,3.0,0.0
25-Aug-09,Unprovoked,USA,Swimming,F,22,Puncture wounds to left foot & calf,N,White shark,0.0,1.0,1.0
11-Aug-09,Unprovoked,SOUTH AFRICA,Body boarding,M,,"No injury, shark bit bodyboard",N,White shark,0.0,3.0,0.0
10-Aug-09,Unprovoked,USA,Swimming,M,26,Puncture marks on left foot,N,,0.0,1.0,0.0
6-Aug-09,Unprovoked,USA,Surfing,M,,"No injury, surfboard bitten",N,Tiger shark,0.0,1.0,0.0
1-Aug-09,Unprovoked,USA,Wade Fishing,M,56,Right ankle & foot bitten,N,Bull shark,0.0,1.0,0.0
31-Jul-09,Unprovoked,BAHAMAS,Spearfishing,M,14,Lacerations to calf,N,Bull shark,0.0,6.0,0.0
30-Jul-09,Unprovoked,AUSTRALIA,Surfing,M,14,Left forearm grazed & puncture marks in wetsuit,N,,0.0,2.0,0.0
29-Jul-09,Unprovoked,VIETNAM,Swimming,F,41,Foot bitten,N,,0.0,32.0,1.0
Reported 24-Jul-2009,Unprovoked,KENYA,Washing his feet,M,,FATAL,Y,,1.0,50.0,0.0
24-Jul-09,Unprovoked,USA,Wading,F,14,Lacerations to anterior left lower leg,N,,0.0,1.0,1.0
22-Jul-09,Unprovoked,USA,Swimming,F,26,Laceration to left foot,N,,0.0,1.0,1.0
22-Jul-09,Unprovoked,USA,Swimming,F,19,Laceration to lower right leg,N,,0.0,1.0,1.0
18-Jul-09,Unprovoked,VIETNAM,Swimming,M,57,Severe bite to right leg,N,,0.0,32.0,0.0
11-Jul-09,Provoked,BAHAMAS,Spearfishing,M,,Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT,N,Caribbean reef shark,0.0,6.0,0.0
11-Jul-09,Unprovoked,USA,Paddle-surfing,M,,"No injury, shark collided with surfer & board",N,Medium shark,0.0,1.0,0.0
7-Jul-09,Unprovoked,SOUTH AFRICA,Surfing,M,37,Leg bitten,N,,0.0,3.0,0.0
5-Jul-09,Unprovoked,USA,Boogie Boarding,F,12,Right ankle bitten,N,,0.0,1.0,1.0
4-Jul-09,Provoked,USA,Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,N,Nurse shark,0.0,1.0,1.0
27-Jun-09,Unprovoked,AUSTRALIA,Surfing,M,52,2-inch laceration to upper left arm,N,Bronze whaler shark,0.0,2.0,0.0
Reported 14-Jun-2009,Provoked,VIETNAM,Fishing for sharks,M,,Hand bitten by hooked shark PROVOKED INCIDENT,N,White shark,0.0,32.0,0.0
2-Jun-09,Unprovoked,EGYPT,Scuba diving,M,,Lacerations to left hand,N,Oceanic whitetip shark,0.0,14.0,0.0
2-Jun-09,Unprovoked,EGYPT,Scuba diving,M,,3 cm laceration to shoulder,N,Oceanic whitetip shark,0.0,14.0,0.0
1-Jun-09,Unprovoked,EGYPT,Snorkeling,F,50,FATAL,Y,Oceanic whitetip shark,1.0,14.0,1.0
31-May-09,Provoked,TAIWAN,Fishing,M,46,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,Medium shark,0.0,54.0,0.0
25-May-09,Provoked,USA,Swimming,M,,Right foot bitten,N,Medium shark,0.0,1.0,0.0
17-May-09,Unprovoked,USA,Surfing,M,31,Lacerations to left leg & foot,N,Blacktip shark,0.0,1.0,0.0
16-May-09,Unprovoked,USA,Surfing,M,49,Lacerations to right foot,N,Spinner shark,0.0,1.0,0.0
16-May-09,Unprovoked,USA,Surfing,M,55,Lacerations to right hand,N,Blacktip shark,0.0,1.0,0.0
12-May-09,Provoked,GUAM,Spearfishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,N,Blacktip shark,0.0,100.0,0.0
6-Mar-09,Provoked,BAHAMAS,Spearfishing,M,48,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,N,Medium shark,0.0,6.0,0.0
28-Apr-09,Unprovoked,USA,,F,,Multiple lacerations to right foot & ankle,N,,0.0,1.0,1.0
Reported 25-Apr-2009,Unprovoked,USA,Surfing,M,,No injury,N,,0.0,1.0,0.0
21-Apr-09,Unprovoked,USA,Surfing,M,20,3 puncture wounds to posterior right ankle,N,,0.0,1.0,0.0
20-Apr-09,Unprovoked,PHILIPPINES,Swimming,M,23,Legs bitten,N,,0.0,12.0,0.0
19-Apr-09,Unprovoked,USA,Surfing,M,52,Left foot bitten,N,,0.0,1.0,0.0
17-Apr-09,Unprovoked,USA,Surfing,M,31,Laceration to forearm,N,Small shark,0.0,1.0,0.0
12-Apr-09,Unprovoked,AUSTRALIA,Surf skiing ,M,40,"No injury, catapulted into the water & ski damage",N,Small shark,0.0,2.0,0.0
6-Apr-09,Unprovoked,USA,Spearfishing,M,,Shark struck him but the diver was not injured,N,White shark,0.0,1.0,0.0
3-Apr-09,Unprovoked,USA,Wading,M,15,Lacerations to right foot and ankle,N,,0.0,1.0,0.0
27-Mar-09,Provoked,SOUTH AFRICA,Fishing ,M,59,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,N,Raggedtooth shark,0.0,3.0,0.0
21-Mar-09,Unprovoked,SOUTH AFRICA,Surfing,M,16,FATAL,Y,,1.0,3.0,0.0
20-Mar-09,Unprovoked,AUSTRALIA,Surfing,M,17,"Laceration to right foot, puncture wounds to calf",N,Bronze whaler shark,0.0,2.0,0.0
19-Mar-09,Unprovoked,AUSTRALIA,Surfing,M,,"No injury, shark damaged surfboard",N,,0.0,2.0,0.0
19-Mar-09,Unprovoked,AUSTRALIA,Surfing,F,,"No injury, shark bit nose of surfboard",N,,0.0,2.0,1.0
18-Mar-09,Unprovoked,USA,Surfing,F,17,Minor bite to ankle,N,Small shark,0.0,1.0,1.0
Reported 17-Mar-2009,Unprovoked,MALAYSIA,Feeding fish,F,,Minor injury,N,Blacktip shark,0.0,94.0,1.0
17-Mar-09,Unprovoked,USA,Swimming,M,61,"Minor injury, bite chest and left calf",N,Cookiecutter shark,0.0,1.0,0.0
Reported 16-Mar-2009,Provoked,AUSTRALIA,Wading,M,21,Thigh bitten when he trod on the shark PROVOKED INCIDENT,N,Wobbegong shark,0.0,2.0,0.0
6-Mar-09,Unprovoked,NEW CALEDONIA,Surfing,M,19,FATAL,Y,,1.0,10.0,0.0
2-Mar-09,Provoked,SOUTH AFRICA,Fishing,M,40,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,N,Blue shark,0.0,3.0,0.0
1-Mar-09,Watercraft,NEW ZEALAND,Fishing,M,,"No injury to occupants, shark bit propeller",N,,0.0,5.0,0.0
1-Mar-09,Unprovoked,AUSTRALIA,Surfing,M,15,Lacerations to leg,N,Small shark,0.0,2.0,0.0
22-Feb-09,Unprovoked,AUSTRALIA,Fishing,M,,Severe laceration to finger,N,,0.0,2.0,0.0
18-Feb-09,Unprovoked,AUSTRALIA,Surfing,M,,"No injury to surfer, but the nose of his board was broken",N,,0.0,2.0,0.0
12-Feb-09,Unprovoked,AUSTRALIA,Surfing,M,33,Severe injury to hand ,N,White shark,0.0,2.0,0.0
11-Feb-09,Unprovoked,AUSTRALIA,"Diving, but on the surface when bitten by the shark",M,31,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N,Bull shark,0.0,2.0,0.0
8-Feb-09,Sea Disaster,USA,Air Disaster,M,,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,Y,,1.0,1.0,0.0
7-Feb-09,Unprovoked,AUSTRALIA,Surfing,M,41,"No injury, surfboard dented",N,White shark,0.0,2.0,0.0
7-Feb-09,Unprovoked,AUSTRALIA,Surfing,M,,"No injury, flung from surfboard by the shark",N,,0.0,2.0,0.0
Reported 27-Jan-2009,Provoked,AZORES,Fishing,M,49,Left forearm bitten PROVOKED INCIDENT,N,,0.0,91.0,0.0
25-Jan-09,Unprovoked,CUBA,Spearfishing,M,15,Severe lacerations to lower left leg,N,Bull shark,0.0,15.0,0.0
24-Jan-09,Watercraft,NEW ZEALAND,Fishing,,,"No injury to occupant, shark removed small auxiliary outboard motor",N,,0.0,5.0,
24-Jan-09,Unprovoked,AUSTRALIA,Swimming,M,19,Hand injured,N,,0.0,2.0,0.0
24-Jan-09,Unprovoked,SOUTH AFRICA,Swimming,M,25,FATAL,Y,Tiger shark,1.0,3.0,0.0
18-Jan-09,Watercraft,AUSTRALIA,Fishing,M,,"No injury to occupants, shark bit propeller",N,White shark,0.0,2.0,0.0
16-Jan-09,Unprovoked,NEW ZEALAND,Surfing,M,,"No injury, bumped off board by the shark",N,,0.0,5.0,0.0
Reported 13-Jan-2009,Unprovoked,SOUTH AFRICA,,,,FATAL,Y,White shark,1.0,3.0,
12-Jan-09,Unprovoked,AUSTRALIA,Snorkeling,M,24,Puncture wounds to right calf,N,Dusky shark,0.0,2.0,0.0
11-Jan-09,Unprovoked,AUSTRALIA,Surfing,F,13,Severe lacerations to right leg,N,White shark,0.0,2.0,1.0
11-Jan-09,Unprovoked,AUSTRALIA,Surfing,M,31,Left thigh severely bitten,N,White shark,0.0,2.0,0.0
    10-Jan-2009,Watercraft,NEW ZEALAND,Fishing,,,"No injury to occupants, shark hit boat & bit outboard motor",N,Mako shark,0.0,5.0,
10-Jan-09,Unprovoked,ECUADOR,Surfing,M,22,Right lower leg bitten & defense wounds to hand,N,,0.0,48.0,0.0
6-Jan-09,Unprovoked,NEW ZEALAND,Swimming,M,49,Posterior thigh bitten,N,Seven gill shark,0.0,5.0,0.0
9-Jan,Unprovoked,CUBA,Spearfishing,,,Lacerations to right calf,N,Bull shark,0.0,15.0,
27-Dec-08,Watercraft,AUSTRALIA,Yacht race,,,No injury to occupants -  shark became entangled in aft rudder,N,Small shark,0.0,2.0,
27-Dec-08,Unprovoked,AUSTRALIA,Boogie Boarding,M,10,"No injury, shark tore his swim fin",N,,0.0,2.0,0.0
27-Dec-08,Watercraft,AUSTRALIA,Kayaking,M,29,"No injury, shark struck kayak, catapulting him into the water",N,White shark,0.0,2.0,0.0
27-Dec-08,Unprovoked,AUSTRALIA,Snorkeling,M,51,FATAL,Y,White shark,1.0,2.0,0.0
20-Dec-08,Watercraft,USA,Kayaking,M,,"No injury, shark struck paddle",N,White shark,0.0,1.0,0.0
14-Dec-08,Unprovoked,NEW ZEALAND,Fishing,M,,Lacerations to left calf and ankle,N,Bronze whaler shark,0.0,5.0,0.0
10-Dec-08,Provoked,SOUTH AFRICA,Fishing,M,15,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N,Raggedtooth shark,0.0,3.0,0.0
6-Dec-06,Watercraft,AUSTRALIA,Fishing,,,Shark bit boats sea anchor,N,White shark,0.0,2.0,
8-Dec,Unprovoked,MOZAMBIQUE,Spearfishing,M,,FATAL,Y,Zambesi shark,1.0,16.0,0.0
28-Nov-08,Unprovoked,EGYPT,Scuba diving,F,,Lacerations to fingers,N,Oceanic whitetip shark,0.0,14.0,1.0
25-Nov-08,Sea Disaster,PHILIPPINES,Sinking of the cargo ship Mark Jason,M,,"Of the 20 crew, 4 were bitten by shark. None of their iinjuries were life-threatening",N,,0.0,12.0,0.0
24-Nov-08,Unprovoked,ECUADOR,,F,,Leg bitten,N,,0.0,48.0,1.0
9-Nov-08,Watercraft,AUSTRALIA,Fishing,M,,"No injury to occupant, shark bit dinghy & motor",N,Bronze whaler shark,0.0,2.0,0.0
9-Nov-08,Sea Disaster,TAIWAN,Fishing boat swamped in storm,M,45,FATAL,Y,,1.0,54.0,0.0
6-Nov-08,Unprovoked,PHILIPPINES,Fishing,M,39,Torso & righ arm bitten FATAL,Y,,1.0,12.0,0.0
22-Oct-08,Provoked,AUSTRALIA,Scuba diving,M,34,Small laceration to head from captive shark,N,Nurse shark,0.0,2.0,0.0
21-Oct-08,Unprovoked,NEW CALEDONIA,Spearfishing,M,24,Legs bitten,N,Lemon shark,0.0,10.0,0.0
12-Oct-08,Provoked,AUSTRALIA,Fishing,M,50,Right leg injured by hook and hooked shark PROVOKED INCIDENT,N,Reef shark,0.0,2.0,0.0
11-Oct-08,Unprovoked,AUSTRALIA,Surfing,M,15,"No injury, board damaged",N,,0.0,2.0,0.0
8-Oct-08,Unprovoked,USA,Fishing,M,11,Lacerations,N,,0.0,1.0,0.0
6-Oct-08,Unprovoked,CROATIA,Spearfishing,M,43,Calf bitten,N,White shark,0.0,25.0,0.0
28-Sep-08,Unprovoked,USA,Surfing,M,44,Small puncture wounds to the heel of left foot,N,,0.0,1.0,0.0
28-Sep-08,Unprovoked,USA,Surfing,M,40,Right foot bitten,N,Small shark,0.0,1.0,0.0
15-Sep-08,Provoked,AUSTRALIA,Swimming,M,43,Right hand lacerated by netted shark PROVOKED INCIDENT,N,Bronze whaler shark,0.0,2.0,0.0
14-Sep-08,Unprovoked,USA,Swimming,M,32,Lacerations to foot,N,Small shark,0.0,1.0,0.0
9-Sep-08,Unprovoked,USA,Surfing,M,40,Bitten on right thigh & calf,N,Tiger shark,0.0,1.0,0.0
8-Sep-08,Unprovoked,USA,Surfing,M,,"No injury to surfer, board bitten",N,White shark,0.0,1.0,0.0
7-Sep-08,Unprovoked,AUSTRALIA,Surfing,M,51,Shark became tangled in his surfboard leash. The surfer was not injured,N,Small shark,0.0,2.0,0.0
6-Sep-08,Unprovoked,USA,Surfing,M,43,Minor injury to foot,N,,0.0,1.0,0.0
6-Sep-08,Unprovoked,USA,Surfing,M,15,Minor injury to foot,N,,0.0,1.0,0.0
1-Sep-08,Unprovoked,USA,Surfing,M,52,Shark bumped right ankle,N,Small shark,0.0,1.0,0.0
8-Sep,Unprovoked,USA,Surfing,M,,Right hand bitten,N,,0.0,1.0,0.0
30-Aug-08,Unprovoked,AUSTRALIA,Surfing,M,29,"No injury, bumped off board by the shark",N,,0.0,2.0,0.0
30-Aug-08,Provoked,ENGLAND,Fishing,M,52,Wrist bitten by hooked shark PROVOKED INCIDENT,N,Blue shark,0.0,28.0,0.0
28-Aug-08,Unprovoked,USA,Surfing,M,19,Superfical cut to left ankle,N,,0.0,1.0,0.0
27-Aug-08,Unprovoked,USA,Surfing,M,26,Lacerations to lower left leg,N,Medium shark,0.0,1.0,0.0
24-Aug-08,Unprovoked,USA,"Swimming, towing surfboard",M,20,Minor injury to left foot,N,,0.0,1.0,0.0
20-Aug-08,Unprovoked,USA,Swimming,M,47,3 lacerations to forearm,N,,0.0,1.0,0.0
16-Aug-08,Unprovoked,USA,Treading water,F,38,Severe lacerations to left foot,N,Bull shark,0.0,1.0,1.0
12-Aug-08,Unprovoked,USA,Wading,F,13,Puncture wounds & 3-inch laceration to right calf,N,,0.0,1.0,1.0
11-Aug-08,Unprovoked,USA,Diving,M,,"No injury, shark grabbed his bag of fish",N,Tiger shark,0.0,1.0,0.0
30-Jul-08,Unprovoked,AUSTRALIA,Surfing,M,31,"No injury, surfboard leash severed",N,Large shark,0.0,2.0,0.0
Reported 30-Jul-2008,Unprovoked,SOUTH AFRICA,,M,,Lacerations to fingers,N,White shark,0.0,3.0,0.0
27-Jul-08,Unprovoked,PANAMA,Swimming or surfing,M,,5 lacerations to left foot,N,Small shark,0.0,20.0,0.0
26-Jul-08,Unprovoked,MEXICO,Swimming,M,33,3 puncture wounds to toe,N,Small shark,0.0,8.0,0.0
26-Jul-08,Unprovoked,USA,Swimming,M,,Minor injury,N,Reef shark,0.0,1.0,0.0
25-Jul-08,Unprovoked,USA,Surfing,M,17,Right foot bitten,N,,0.0,1.0,0.0
25-Jul-08,Unprovoked,USA,Snorkeling,F,44,Forearm bitten ,N,,0.0,1.0,1.0
24-Jul-08,Unprovoked,USA,Wading,M,9,Minor lacerations to  toe,N,Small shark,0.0,1.0,0.0
24-Jul-08,Unprovoked,USA,Wading,F,8,Lacerations to dorsum of right foot ,N,Small shark,0.0,1.0,1.0
23-Jul-08,Provoked,USA,Surfing,M,15,Foot bitten after he stepped on the shark PROVOKED INCIDENT,N,,0.0,1.0,0.0
19-Jul-08,Unprovoked,USA,Wading,M,16,Lacerations to lower left leg,N,Small shark,0.0,1.0,0.0
18-Jul-08,Unprovoked,EGYPT,Diving,M,,Leg severed,N,Oceanic whitetip shark,0.0,14.0,0.0
11-Jul-08,Unprovoked,USA,Surfing,M,24,Laceration to foream,N,,0.0,1.0,0.0
9-Jul-08,Unprovoked,USA,Swimming,F,14,Lacerations to  right foot,N,,0.0,1.0,1.0
5-Jul-08,Unprovoked,USA,,F,17,Lacerations to right foot,N,,0.0,1.0,1.0
Late Jul-2008,Watercraft,UNITED KINGDOM,Rowing an inflatable dinghy,M,16,Shark leapt into & damaged the dinghy but no injury to occupants,N,Smooth hound shark,0.0,46.0,0.0
28-Jun-08,Unprovoked,BAHAMAS,Spearfishing,M,42,Lacerations to calf,N,Bull shark,0.0,6.0,0.0
28-Jun-08,Unprovoked,SOUTH AFRICA,Surf skiing ,M,46,"No injury, ski bitten",N,White shark,0.0,3.0,0.0
Reported 26-Jun-2008,Unprovoked,SOUTH AFRICA,Spearfishing (free diving),M,,No injury,N,White shark,0.0,3.0,0.0
26-Jun-08,Unprovoked,USA,Surfing,M,29,Minor laceration to foot,N,,0.0,1.0,0.0
26-Jun-08,Unprovoked,USA,Swimming,M,37,Lacerations to hand,N,Small shark,0.0,1.0,0.0
24-Jun-08,Unprovoked,BRAZIL,Surfing,M,,"No injury, board bitten",N,,0.0,7.0,0.0
21-Jun-08,Watercraft,USA,Kayaking,F,40," No injury. Shark bumped kayak, flinging her into the  water. ",N,White shark,0.0,1.0,1.0
20-Jun-08,Unprovoked,USA,Wading,F,35,Lacerations to lower right calf,N,,0.0,1.0,1.0
11-Jun-08,Unprovoked,BRAZIL,Surfing,M,14,Laceration to left leg & foot,N,,0.0,7.0,0.0
7-Jun-08,Unprovoked,USA,Body surfing,M,40,Lacerations & abrasions to right hand,N,,0.0,1.0,0.0
Reported 02-Jun-2008,Watercraft,SCOTLAND,Fishing,,,No injury to occupants; shark struck their boat,N,Basking shark,0.0,59.0,
1-Jun-08,Unprovoked,USA,Body surfing,F,15,Foot bitten,N,Medium shark,0.0,1.0,1.0
1-Jun-08,Unprovoked,BRAZIL,Swimming,M,14,"Hand severed, buttocks bitten",N,Bull shark,0.0,7.0,0.0
26-May-08,Unprovoked,USA,Surfing,M,9,Biceps & lower arm bitten,N,,0.0,1.0,0.0
24-May-08,Sea Disaster,BAHAMAS,Sea Disaster,M,,Boat capsized in squall. 2 bodies scavenged  by sharks,N,Tiger shark,0.0,6.0,0.0
24-May-08,Unprovoked,MEXICO,Surfing,M,49,Lacerations to right forearm and hand,N,Small shark,0.0,8.0,0.0
23-May-08,Unprovoked,MEXICO,Surfing,M,21,FATAL,Y,Small shark,1.0,8.0,0.0
14-May-08,Unprovoked,FIJI,Night diving,M,28,FATAL,Y,,1.0,9.0,0.0
10-May-08,Unprovoked,AUSTRALIA,Swimming,M,37,Severe lacerations to left leg,N,White shark,0.0,2.0,0.0
7-May-08,Unprovoked,NEW CALEDONIA,Fishing,M,40,Lower legs bitten,N,Bull shark,0.0,10.0,0.0
7-May-08,Unprovoked,USA,Wading,M,6,2 inch laceration to left lower calf.,N,,0.0,1.0,0.0
1-May-08,Provoked,SOUTH AFRICA,Fishing,M,24,Leg bitten by shark taken aboard Japanese trawler PROVOKED INCIDENT,N,,0.0,3.0,0.0
28-Apr-08,Unprovoked,MEXICO,Surfing,M,24,FATAL    Severe bite to right thigh,Y,Tiger shark,1.0,8.0,0.0
28-Apr-08,Unprovoked,USA,Surfing,M,18,3-inch laceration to dorsal surface of left foot,N,Small shark,0.0,1.0,0.0
27-Apr-08,Unprovoked,USA,Surfing,M,24,Calf bitten,N,,0.0,1.0,0.0
26-Apr-08,Unprovoked,NEW CALEDONIA,Swimming,M,32,Lacerations to left foot,N,Bull shark,0.0,10.0,0.0
26-Apr-08,Provoked,USA,Surfing,M,21,Puncture wounds to right foot                  PROVOKED INCIDENT,N,,0.0,1.0,0.0
25-Apr-08,Unprovoked,USA,Swimming,M,66,FATAL,Y,White shark,1.0,1.0,0.0
20-Apr-08,Unprovoked,USA,Surfing,M,14,Cuts & punctures to right foot,N,,0.0,1.0,0.0
15-Apr-08,Unprovoked,USA,Surfing,M,30,Puncture wounds to right foot,N,Small shark,0.0,1.0,0.0
Reported 09-Apr-2008,Unprovoked,FIJI,Spearfishing,M,,Left forearm bitten ,N,,0.0,9.0,0.0
25-Mar-08,Unprovoked,USA,Wading,M,15,Shin bitten,N,Medium shark,0.0,1.0,0.0
Reported 08-Apr-2008,Unprovoked,USA,Surfing,,,Foot bitten,N,,0.0,1.0,
8-Apr-08,Unprovoked,AUSTRALIA,Body boarding,M,16,FATAL,Y,Bull shark,1.0,2.0,0.0
3-Apr-08,Unprovoked,USA,Walking out of the water after surfing,M,18,Right foot & ankle bitten,N,,0.0,1.0,0.0
28-Mar-08,Unprovoked,SOUTH AFRICA,Fishing from surfski,M,39,Right leg bitten,N,,0.0,3.0,0.0
28-Mar-08,Unprovoked,USA,Surfing,M,52,Foot bitten,N,Medium shark,0.0,1.0,0.0
28-Mar-08,Unprovoked,USA,Boogie Boarding,M,,Right foot bitten,N,Small shark,0.0,1.0,0.0
23-Mar-08,Unprovoked,USA,Walking out of the water after surfing,M,13,Three small lacerations/ punctures to right foot,N,Small shark,0.0,1.0,0.0
21-Mar-08,Unprovoked,USA,Wading,M,14,Two 3-inch lacerations to right ankle,N,,0.0,1.0,0.0
15-Mar-08,Unprovoked,USA,Jet skiing,M,8,Minor injury,N,,0.0,1.0,0.0
7-Mar-08,Unprovoked,USA,Surfing,M,27,"No injury to surfer, surfboard bitten by the shark",N,White shark,0.0,1.0,0.0
24-Feb-08,Unprovoked,BAHAMAS,Diving,M,49,"Leg bitten, FATAL",Y,Bull shark,1.0,6.0,0.0
Reported 21-Feb-2008,Unprovoked,FRENCH POLYNESIA,Spearfishing,M,26,Lacerations to face,N,,0.0,19.0,0.0
15-Feb-08,Unprovoked,USA,Surfing,M,25,Lacerations to foot,N,,0.0,1.0,0.0
7-Feb-08,Unprovoked,AUSTRALIA,Surfing,F,14,Abrasions to elbow; collided with shark,N,Small shark,0.0,2.0,1.0
6-Feb-08,Unprovoked,USA,Surf-skiing,M,,Lacerations to foot,N,Small shark,0.0,1.0,0.0
29-Jan-08,Unprovoked,SOUTH AFRICA,Surf-skiing,M,42,"No injury to surf-skiier, shark holed ski",N,Blacktip shark,0.0,3.0,0.0
27-Jan-08,Provoked,AUSTRALIA,Accidentally stood on hooked shark's tail before attempting to gut it ,M,20,Laceration to left knee PROVOKED INCIDENT,N,Mako shark,0.0,2.0,0.0
14-Jan-08,Watercraft,NEW ZEALAND,Attempting to chase shark out to sea,,,"No injury to occupants, pontoon punctured",N,Bronze whaler shark,0.0,5.0,
10-Jan-08,Unprovoked,USA,Surfing,M,20,Left foot bitten,N,Small shark,0.0,1.0,0.0
Fall 2008,Provoked,USA,Fishing for snapper,M,,Minor injury to hand by hooked shark   PROVOKED INCIDENT,N,Nurse shark,0.0,1.0,0.0
Summer-2008,Unprovoked,MEXICO,Surfing,M,26,Leg bitten,N,Hammerhead shark,0.0,8.0,0.0
21-Dec-07,Unprovoked,ECUADOR,Surfing,M,24,Lacerations & puncture wounds  to left thigh,N,Small shark,0.0,48.0,0.0
18-Dec-07,Unprovoked,AUSTRALIA,Surfing,M,31,Severe lacerations to right buttock,N,Small shark,0.0,2.0,0.0
15-Dec-07,Unprovoked,AUSTRALIA,Swimming,M,teen,Lacerations to hand,N,Small shark,0.0,2.0,0.0
10-Dec-07,Unprovoked,USA,Surfing,M,52,"No injury, shark bit surfboard ",N,Tiger shark,0.0,1.0,0.0
9-Dec-07,Unprovoked,NEW ZEALAND,Surfing,F,,"No injury, shark bit surfboard & severed leash",N,,0.0,5.0,1.0
7-Dec-07,Unprovoked,BRAZIL,Removing fish from a trap,M,28,20 cm injury to left foot,N,Small shark,0.0,7.0,0.0
18-Nov-07,Provoked,AUSTRALIA,Fishing,M,32,Minor injury to finger by netted shark PROVOKED INCIDENT,N,Reef shark,0.0,2.0,0.0
8-Nov-07,Unprovoked,AUSTRALIA,Surfing,M,,"No injury, teethmarks in board & torn wetsuit",N,,0.0,2.0,0.0
7-Nov-07,Unprovoked,SOUTH AFRICA,Surfing,M,14,Lacerations to feet,N,Small shark,0.0,3.0,0.0
6-Nov-07,Unprovoked,USA,Surfing,M,21,Cut to right knee,N,Medium shark,0.0,1.0,0.0
4-Nov-07,Unprovoked,USA,Surfing,M,42,Lacerations to right leg,N,Medium shark,0.0,1.0,0.0
3-Nov-07,Unprovoked,SOUTH AFRICA,Surfing,M,37,Lacerations to thigh,N,White shark,0.0,3.0,0.0
29-Oct-07,Unprovoked,USA,Floating,M,32,Lacerations to left lower leg,N,Tiger shark,0.0,1.0,0.0
15-Oct-07,Unprovoked,AUSTRALIA,Surf-skiing,F,52,small laceration to wrist,N,White shark,0.0,2.0,1.0
13-Oct-07,Unprovoked,AUSTRALIA,Spearfishing,M,31,Laceration to calf,N,Bronze whaler shark,0.0,2.0,0.0
7-Oct-07,Unprovoked,USA,Surfing,M,22,4 scratches on left hand,N,Small shark,0.0,1.0,0.0
6-Oct-07,Unprovoked,USA,Surfing,M,16,Severe lacerations to right hand,N,Blacktip shark,0.0,1.0,0.0
30-Sep-07,Unprovoked,USA,Surfing,M,,Puncture wound to foot,N,,0.0,1.0,0.0
30-Sep-07,Sea Disaster,PHILIPPINES,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",M,,"FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Y,,1.0,12.0,0.0
30-Sep-07,Unprovoked,NEW CALEDONIA,Swimming,F,23,FATAL,Y,Tiger shark,1.0,10.0,1.0
28-Sep-07,Unprovoked,BAHAMAS,Spearfishing,F,48,Thigh bitten,N,Caribbean reef shark,0.0,6.0,1.0
27-Sep-07,Unprovoked,USA,Surfing,F,,"No injury to surfer, surfboard bitten",N,White shark,0.0,1.0,1.0
27-Sep-07,Unprovoked,EGYPT,Swimming,F,18 or 20,"Severe lacerations to lower left leg, ankle and foot",N,Oceanic whitetip shark,0.0,14.0,1.0
22-Sep-07,Unprovoked,USA,Surfing,F,,Laceration to foot,N,Small shark,0.0,1.0,1.0
20-Sep-07,Unprovoked,USA,Surfing,M,23,Small lacerations to bottom of right big toe,N,Small shark,0.0,1.0,0.0
17-Sep-07,Unprovoked,SOLOMON ISLANDS,Spearfishing,M,,Left thigh bitten,N,Reef shark,0.0,22.0,0.0
16-Sep-07,Unprovoked,USA,Wading?,M,56,Laceration to right heel,N,,0.0,1.0,0.0
16-Sep-07,Unprovoked,USA,Surfing,F,Teen,"No injury, surfboard bitten",N,Large shark,0.0,1.0,1.0
13-Sep-07,Unprovoked,USA,Snorkeling,M,14,"Minor injury, shark latched onto his abdomen",N,Nurse shark,0.0,1.0,0.0
8-Sep-07,Unprovoked,USA,Wading,F,58,Puncture wounds & 2-inch laceration to calf,N,,0.0,1.0,1.0
5-Sep-07,Unprovoked,USA,Wading,F,36,Laceration to right big toe,N,,0.0,1.0,1.0
4-Sep-07,Unprovoked,USA,Standing,M,15,Lacerations to left calf and both feet ,N,,0.0,1.0,0.0
3-Sep-07,Unprovoked,USA,Jumping,F,12,Tiny punctures to arm,N,Large shark,0.0,1.0,1.0
